Age,Workclass,Education,Marital-status,Race,Gender,Occupation
29,Private,Some-college,Married-civ-spouse,Black,Female,Exec-managerial
34,Private,Assoc-acdm,Never-married,White,Male,Sales
26,Private,Some-college,Never-married,White,Male,Exec-managerial
30,Private,Bachelors,Never-married,White,Female,Exec-managerial
34,Private,Some-college,Never-married,White,Female,Adm-clerical
24,?,Bachelors,Never-married,Asian-Pac-Islander,Male,?
28,Private,HS-grad,Never-married,White,Male,Sales
24,?,Some-college,Never-married,White,Male,?
76,Private,Bachelors,Married-civ-spouse,White,Male,Adm-clerical
19,Private,12th,Never-married,White,Male,Handlers-cleaners
45,Private,10th,Married-civ-spouse,White,Male,Craft-repair
24,Self-emp-not-inc,Some-college,Never-married,Asian-Pac-Islander,Male,Prof-specialty
37,Private,Bachelors,Married-civ-spouse,White,Male,Craft-repair
24,Private,Bachelors,Married-civ-spouse,White,Male,Prof-specialty
24,Private,Bachelors,Never-married,White,Female,Adm-clerical
40,Private,HS-grad,Married-civ-spouse,White,Male,Machine-op-inspct
20,Private,Some-college,Never-married,White,Male,Handlers-cleaners
23,Local-gov,11th,Married-civ-spouse,White,Male,Handlers-cleaners
25,Private,Some-college,Never-married,Other,Female,Other-service
64,Private,Assoc-acdm,Never-married,White,Female,Prof-specialty
53,Local-gov,Masters,Married-civ-spouse,White,Male,Prof-specialty
28,Private,Some-college,Married-civ-spouse,White,Female,Adm-clerical
52,Local-gov,Masters,Married-civ-spouse,Black,Male,Prof-specialty
28,Private,Prof-school,Never-married,Black,Male,Prof-specialty
31,Private,Assoc-acdm,Married-civ-spouse,White,Male,Exec-managerial
77,Private,Bachelors,Never-married,White,Female,Prof-specialty
22,Private,HS-grad,Never-married,White,Male,Tech-support
17,?,11th,Never-married,White,Female,?
38,Private,Bachelors,Never-married,White,Male,Exec-managerial
45,?,11th,Divorced,Black,Male,?
25,Local-gov,Some-college,Never-married,Black,Female,Adm-clerical
50,Private,HS-grad,Married-civ-spouse,White,Male,Craft-repair
53,Local-gov,HS-grad,Married-civ-spouse,White,Male,Exec-managerial
24,Private,HS-grad,Never-married,White,Male,Farming-fishing
33,Private,HS-grad,Married-civ-spouse,White,Male,Adm-clerical
57,Federal-gov,Masters,Married-civ-spouse,Black,Male,Exec-managerial
39,Private,Prof-school,Married-civ-spouse,White,Female,Exec-managerial
30,Private,Some-college,Divorced,White,Male,Transport-moving
31,Federal-gov,HS-grad,Married-civ-spouse,White,Male,Adm-clerical
39,State-gov,Some-college,Never-married,Black,Male,Transport-moving
30,Private,Bachelors,Never-married,White,Female,Sales
48,Private,Some-college,Separated,White,Female,Adm-clerical
62,?,Masters,Married-civ-spouse,White,Female,?
39,Private,HS-grad,Married-civ-spouse,White,Male,Machine-op-inspct
34,Private,HS-grad,Never-married,White,Male,Transport-moving
45,Private,Masters,Married-civ-spouse,White,Male,Exec-managerial
32,Private,11th,Divorced,White,Female,Machine-op-inspct
40,Federal-gov,Some-college,Never-married,White,Female,Adm-clerical
17,Private,10th,Never-married,White,Female,Other-service
19,?,10th,Never-married,Black,Male,?
25,Private,HS-grad,Married-civ-spouse,White,Male,Tech-support
42,Private,Some-college,Married-civ-spouse,White,Male,Transport-moving
66,Private,Bachelors,Married-civ-spouse,White,Male,Priv-house-serv
63,Self-emp-not-inc,HS-grad,Widowed,White,Male,Sales
43,Private,7th-8th,Married-civ-spouse,White,Male,Other-service
26,Private,HS-grad,Never-married,White,Male,Handlers-cleaners
23,Private,HS-grad,Married-civ-spouse,White,Female,Machine-op-inspct
39,Private,Prof-school,Married-civ-spouse,White,Male,Exec-managerial
47,Self-emp-inc,HS-grad,Married-civ-spouse,White,Male,Exec-managerial
36,Private,HS-grad,Never-married,Black,Female,Machine-op-inspct
35,Private,HS-grad,Married-civ-spouse,White,Male,Craft-repair
25,Private,HS-grad,Never-married,White,Male,Farming-fishing
21,State-gov,Some-college,Never-married,White,Female,Adm-clerical
46,Private,HS-grad,Married-civ-spouse,White,Female,Priv-house-serv
43,Private,10th,Married-civ-spouse,Black,Male,Handlers-cleaners
31,State-gov,Doctorate,Married-civ-spouse,White,Male,Prof-specialty
41,Private,HS-grad,Divorced,White,Female,Craft-repair
50,Private,HS-grad,Widowed,White,Female,Adm-clerical
36,Private,11th,Separated,White,Female,Exec-managerial
31,?,HS-grad,Separated,White,Female,?
45,Self-emp-not-inc,7th-8th,Married-civ-spouse,White,Male,Exec-managerial
50,Private,11th,Married-civ-spouse,White,Male,Exec-managerial
52,Private,7th-8th,Married-civ-spouse,White,Female,Exec-managerial
40,Private,Doctorate,Married-civ-spouse,White,Male,Prof-specialty
55,Private,Bachelors,Married-civ-spouse,White,Male,Exec-managerial
64,?,10th,Married-civ-spouse,White,Male,?
51,Self-emp-inc,Prof-school,Married-civ-spouse,White,Male,Prof-specialty
30,Private,Some-college,Married-civ-spouse,White,Male,Prof-specialty
56,State-gov,Masters,Divorced,White,Female,Prof-specialty
35,Private,HS-grad,Married-civ-spouse,White,Male,Exec-managerial
55,Self-emp-not-inc,10th,Married-civ-spouse,White,Male,Sales
30,Private,HS-grad,Never-married,White,Female,Tech-support
34,Private,HS-grad,Never-married,White,Male,Craft-repair
36,Private,Assoc-voc,Married-civ-spouse,White,Female,Prof-specialty
43,Self-emp-inc,HS-grad,Married-civ-spouse,White,Male,Craft-repair
24,Local-gov,Some-college,Never-married,White,Male,Protective-serv
30,Private,10th,Married-civ-spouse,Black,Male,Other-service
33,Local-gov,Assoc-voc,Never-married,White,Male,Protective-serv
32,Private,Assoc-acdm,Never-married,White,Male,Prof-specialty
29,Federal-gov,Bachelors,Never-married,White,Female,Prof-specialty
50,Private,HS-grad,Married-civ-spouse,White,Male,Machine-op-inspct
18,Private,11th,Never-married,White,Male,Prof-specialty
20,Private,11th,Never-married,White,Female,Sales
45,State-gov,Masters,Married-civ-spouse,White,Male,Prof-specialty
22,Private,Some-college,Never-married,White,Male,Sales
45,Private,Prof-school,Married-civ-spouse,White,Male,Exec-managerial
41,Private,HS-grad,Married-civ-spouse,White,Male,Machine-op-inspct
42,Local-gov,7th-8th,Married-spouse-absent,White,Female,Other-service
24,Private,Bachelors,Never-married,White,Male,Sales
22,Private,HS-grad,Never-married,White,Male,Handlers-cleaners
28,Private,HS-grad,Married-civ-spouse,White,Male,Exec-managerial
23,Private,Some-college,Never-married,White,Male,Handlers-cleaners
21,Private,7th-8th,Never-married,White,Female,Farming-fishing
23,Private,Bachelors,Never-married,Asian-Pac-Islander,Female,Adm-clerical
45,Private,Some-college,Divorced,White,Female,Adm-clerical
41,Private,HS-grad,Divorced,White,Female,Sales
49,Federal-gov,HS-grad,Married-civ-spouse,White,Male,Adm-clerical
38,Private,Some-college,Never-married,Black,Female,Other-service
37,Private,HS-grad,Never-married,White,Male,Handlers-cleaners
70,Private,Bachelors,Widowed,Asian-Pac-Islander,Male,Machine-op-inspct
24,Private,HS-grad,Never-married,White,Female,Adm-clerical
28,Local-gov,Bachelors,Never-married,White,Female,Prof-specialty
24,Private,Assoc-voc,Never-married,Asian-Pac-Islander,Female,Adm-clerical
83,Self-emp-inc,10th,Married-civ-spouse,White,Male,Farming-fishing
69,Private,Doctorate,Married-civ-spouse,White,Male,Prof-specialty
37,Private,HS-grad,Never-married,Black,Female,Adm-clerical
28,Private,Bachelors,Never-married,White,Female,Exec-managerial
54,Private,Some-college,Divorced,White,Female,Adm-clerical
71,Private,HS-grad,Married-civ-spouse,White,Male,Exec-managerial
56,State-gov,HS-grad,Widowed,Asian-Pac-Islander,Female,Adm-clerical
27,Local-gov,Bachelors,Never-married,Other,Female,Prof-specialty
42,Self-emp-not-inc,Masters,Married-civ-spouse,White,Male,Sales
21,Private,HS-grad,Never-married,White,Male,Sales
29,Private,Assoc-voc,Married-civ-spouse,White,Male,Prof-specialty
27,Private,7th-8th,Never-married,White,Male,Other-service
32,Private,Bachelors,Never-married,White,Male,Prof-specialty
31,Private,Some-college,Never-married,White,Male,Adm-clerical
38,Private,Some-college,Separated,White,Female,Other-service
55,State-gov,Doctorate,Married-civ-spouse,Asian-Pac-Islander,Male,Prof-specialty
48,Private,HS-grad,Married-civ-spouse,White,Male,Transport-moving
58,Self-emp-not-inc,HS-grad,Widowed,White,Male,Farming-fishing
23,Private,Some-college,Never-married,White,Female,Adm-clerical
28,State-gov,Some-college,Never-married,White,Female,Adm-clerical
49,Local-gov,Some-college,Married-civ-spouse,White,Male,Exec-managerial
51,Private,HS-grad,Married-spouse-absent,White,Female,Other-service
23,Private,HS-grad,Separated,White,Male,Craft-repair
40,Self-emp-not-inc,HS-grad,Divorced,Black,Male,Exec-managerial
59,Private,HS-grad,Divorced,Asian-Pac-Islander,Male,Other-service
47,Private,Bachelors,Divorced,White,Female,Craft-repair
37,Private,HS-grad,Married-civ-spouse,White,Male,Transport-moving
39,Private,Assoc-acdm,Divorced,White,Male,Exec-managerial
43,Private,Some-college,Married-civ-spouse,White,Male,Craft-repair
40,Private,Assoc-voc,Married-civ-spouse,White,Male,Farming-fishing
48,Private,10th,Married-civ-spouse,White,Male,Transport-moving
29,Private,9th,Never-married,White,Female,Sales
48,Private,Some-college,Married-civ-spouse,White,Male,Sales
37,Private,Bachelors,Never-married,White,Male,Farming-fishing
19,Private,HS-grad,Never-married,White,Male,Sales
28,Private,10th,Never-married,Black,Female,Other-service
56,Private,5th-6th,Married-civ-spouse,Black,Male,Craft-repair
45,Private,HS-grad,Divorced,White,Male,Transport-moving
60,State-gov,Some-college,Married-civ-spouse,White,Male,Protective-serv
53,State-gov,Masters,Married-civ-spouse,White,Male,Exec-managerial
37,State-gov,HS-grad,Married-civ-spouse,White,Male,Adm-clerical
31,Private,HS-grad,Married-civ-spouse,White,Male,Other-service
31,?,HS-grad,Widowed,White,Female,?
39,Private,HS-grad,Married-civ-spouse,Black,Male,Transport-moving
31,Local-gov,Bachelors,Married-civ-spouse,White,Male,Prof-specialty
42,Private,Bachelors,Married-civ-spouse,White,Male,Exec-managerial
17,Private,11th,Never-married,White,Female,Handlers-cleaners
19,Private,HS-grad,Never-married,White,Female,Other-service
24,Private,Bachelors,Never-married,Asian-Pac-Islander,Male,Other-service
62,Private,HS-grad,Married-civ-spouse,White,Male,Farming-fishing
34,Private,1st-4th,Never-married,White,Female,Other-service
47,Self-emp-inc,Masters,Married-civ-spouse,White,Male,Exec-managerial
58,Private,Bachelors,Never-married,White,Female,Prof-specialty
23,Private,Assoc-voc,Never-married,White,Female,Prof-specialty
33,Private,HS-grad,Never-married,Black,Female,Other-service
76,Private,HS-grad,Widowed,White,Male,Adm-clerical
40,Private,HS-grad,Divorced,White,Female,Exec-managerial
28,Private,7th-8th,Divorced,White,Female,Other-service
41,Private,Some-college,Married-civ-spouse,White,Female,Tech-support
46,Local-gov,HS-grad,Married-civ-spouse,White,Male,Protective-serv
22,Federal-gov,Some-college,Never-married,White,Female,Adm-clerical
29,Private,Assoc-voc,Married-civ-spouse,White,Male,Handlers-cleaners
26,Private,HS-grad,Never-married,White,Male,Other-service
31,Private,Bachelors,Never-married,White,Male,Adm-clerical
22,Private,HS-grad,Never-married,White,Female,Other-service
41,Private,Some-college,Never-married,Black,Male,Transport-moving
29,Private,HS-grad,Never-married,Other,Male,Transport-moving
60,Private,Assoc-voc,Married-civ-spouse,White,Male,Tech-support
72,Federal-gov,HS-grad,Married-civ-spouse,White,Male,Adm-clerical
41,Self-emp-inc,Some-college,Married-civ-spouse,White,Male,Farming-fishing
19,Private,Some-college,Never-married,White,Female,Other-service
25,Private,Bachelors,Never-married,White,Male,Other-service
24,Private,Bachelors,Never-married,White,Male,Exec-managerial
59,Private,9th,Married-civ-spouse,White,Male,Other-service
17,Private,11th,Never-married,White,Male,Craft-repair
59,?,Bachelors,Married-civ-spouse,White,Male,?
69,?,Some-college,Never-married,White,Male,?
25,Private,Some-college,Married-civ-spouse,White,Male,Sales
50,?,HS-grad,Married-civ-spouse,White,Male,?
29,Private,HS-grad,Separated,White,Female,Other-service
43,Private,HS-grad,Married-civ-spouse,White,Male,Craft-repair
29,Local-gov,Some-college,Never-married,White,Female,Other-service
29,State-gov,Some-college,Divorced,Black,Male,Adm-clerical
32,Local-gov,Some-college,Married-civ-spouse,White,Male,Protective-serv
17,?,10th,Never-married,White,Male,?
50,Self-emp-not-inc,HS-grad,Married-civ-spouse,White,Male,Exec-managerial
43,Private,Some-college,Married-civ-spouse,White,Male,Exec-managerial
41,Private,HS-grad,Never-married,White,Female,Machine-op-inspct
32,Private,Bachelors,Married-civ-spouse,White,Female,Exec-managerial
54,State-gov,Masters,Never-married,White,Female,Prof-specialty
65,Private,HS-grad,Married-civ-spouse,White,Male,Exec-managerial
18,?,HS-grad,Never-married,Other,Female,?
70,Self-emp-inc,Some-college,Married-civ-spouse,White,Male,Exec-managerial
53,Private,Masters,Married-civ-spouse,White,Male,Exec-managerial
37,Private,Bachelors,Married-civ-spouse,White,Male,Exec-managerial
21,Private,Some-college,Never-married,White,Male,Transport-moving
20,Private,HS-grad,Never-married,White,Male,Machine-op-inspct
47,State-gov,HS-grad,Divorced,White,Male,Adm-clerical
26,Private,HS-grad,Married-civ-spouse,White,Male,Exec-managerial
31,Private,Prof-school,Never-married,White,Male,Prof-specialty
45,Self-emp-not-inc,Some-college,Married-civ-spouse,White,Male,Transport-moving
35,Private,HS-grad,Separated,White,Female,Adm-clerical
55,Private,Bachelors,Married-civ-spouse,White,Male,Exec-managerial
49,Private,Masters,Married-civ-spouse,White,Male,Prof-specialty
33,Self-emp-inc,HS-grad,Never-married,Asian-Pac-Islander,Male,Other-service
30,Federal-gov,Prof-school,Never-married,White,Male,Exec-managerial
19,Private,Some-college,Never-married,White,Male,Other-service
48,Self-emp-inc,Bachelors,Married-civ-spouse,White,Male,Exec-managerial
41,Private,Some-college,Divorced,White,Male,Craft-repair
29,Private,Bachelors,Married-civ-spouse,White,Male,Tech-support
47,Local-gov,Masters,Married-civ-spouse,White,Male,Prof-specialty
53,Local-gov,Masters,Married-civ-spouse,Black,Male,Exec-managerial
19,Private,Some-college,Never-married,White,Female,Adm-clerical
71,Private,HS-grad,Divorced,White,Female,Other-service
29,Private,Some-college,Never-married,White,Female,Sales
43,Local-gov,Some-college,Married-civ-spouse,White,Male,Other-service
23,Private,Bachelors,Never-married,White,Female,Exec-managerial
52,Private,Some-college,Divorced,White,Female,Adm-clerical
56,Private,Bachelors,Married-civ-spouse,White,Male,Sales
28,Private,10th,Never-married,White,Male,Craft-repair
44,Self-emp-not-inc,Bachelors,Married-civ-spouse,White,Male,Prof-specialty
37,Federal-gov,Bachelors,Never-married,White,Female,Prof-specialty
30,Private,Assoc-voc,Married-civ-spouse,White,Male,Exec-managerial
31,Local-gov,HS-grad,Married-civ-spouse,White,Male,Craft-repair
20,Private,Some-college,Never-married,White,Female,Sales
64,Private,HS-grad,Married-civ-spouse,White,Male,Sales
45,Private,HS-grad,Married-civ-spouse,White,Male,Other-service
40,Private,Some-college,Never-married,White,Male,Exec-managerial
19,Private,HS-grad,Never-married,White,Male,Handlers-cleaners
54,Private,Bachelors,Divorced,White,Male,Exec-managerial
61,Self-emp-inc,Doctorate,Married-civ-spouse,Asian-Pac-Islander,Male,Exec-managerial
18,Private,11th,Never-married,White,Female,Other-service
62,?,HS-grad,Married-civ-spouse,White,Male,?
33,Private,Assoc-voc,Never-married,White,Male,Craft-repair
51,Private,HS-grad,Separated,Black,Female,Other-service
54,Private,HS-grad,Married-civ-spouse,White,Male,Craft-repair
24,Private,Some-college,Married-civ-spouse,White,Male,Protective-serv
54,Private,Some-college,Divorced,White,Female,Exec-managerial
42,Private,Bachelors,Married-civ-spouse,White,Male,Exec-managerial
51,Federal-gov,Masters,Widowed,White,Male,Sales
41,Private,Some-college,Married-civ-spouse,Black,Female,Adm-clerical
47,Local-gov,Assoc-acdm,Separated,White,Male,Exec-managerial
31,State-gov,Some-college,Divorced,White,Female,Adm-clerical
21,Private,Assoc-voc,Never-married,Black,Male,Craft-repair
52,Private,Some-college,Divorced,White,Female,Exec-managerial
20,Private,Some-college,Never-married,White,Female,Prof-specialty
18,Private,HS-grad,Never-married,White,Female,Sales
58,Private,HS-grad,Married-civ-spouse,Asian-Pac-Islander,Female,Priv-house-serv
23,Private,HS-grad,Never-married,White,Female,Adm-clerical
21,Private,Some-college,Never-married,White,Female,Sales
43,State-gov,Assoc-voc,Married-civ-spouse,White,Male,Protective-serv
53,Private,HS-grad,Divorced,White,Male,Machine-op-inspct
18,Private,HS-grad,Married-civ-spouse,White,Female,Exec-managerial
44,Private,Bachelors,Married-civ-spouse,White,Male,Exec-managerial
31,Private,Bachelors,Never-married,White,Male,Prof-specialty
48,Private,1st-4th,Married-civ-spouse,White,Male,Other-service
55,Self-emp-inc,Masters,Divorced,White,Female,Prof-specialty
24,Private,Some-college,Never-married,Black,Female,Adm-clerical
41,State-gov,Masters,Married-civ-spouse,White,Male,Prof-specialty
35,Private,HS-grad,Married-civ-spouse,White,Male,Craft-repair
47,Local-gov,Assoc-voc,Divorced,White,Female,Adm-clerical
54,Private,Some-college,Married-civ-spouse,White,Male,Sales
40,Private,Bachelors,Separated,White,Male,Sales
56,Self-emp-not-inc,Some-college,Divorced,White,Female,Sales
23,Private,Assoc-voc,Never-married,White,Male,Tech-support
34,Self-emp-not-inc,HS-grad,Married-civ-spouse,White,Male,Craft-repair
27,Local-gov,HS-grad,Never-married,Black,Male,Craft-repair
32,Private,Bachelors,Never-married,White,Male,Prof-specialty
72,Self-emp-not-inc,Some-college,Married-civ-spouse,White,Male,Farming-fishing
43,Local-gov,12th,Married-civ-spouse,White,Male,Transport-moving
32,Private,Assoc-acdm,Divorced,Black,Female,Prof-specialty
53,Private,Some-college,Separated,White,Male,Adm-clerical
18,Private,12th,Never-married,White,Male,Other-service
38,Private,10th,Widowed,Black,Male,Transport-moving
41,Federal-gov,Assoc-voc,Divorced,Black,Female,Adm-clerical
29,Private,HS-grad,Never-married,White,Male,Craft-repair
70,?,Some-college,Married-civ-spouse,White,Male,?
46,Self-emp-inc,Bachelors,Widowed,White,Female,Exec-managerial
47,Private,Some-college,Married-civ-spouse,White,Female,Adm-clerical
56,Local-gov,Some-college,Married-civ-spouse,White,Female,Adm-clerical
28,Private,HS-grad,Married-civ-spouse,Black,Male,Craft-repair
55,State-gov,Prof-school,Married-civ-spouse,White,Male,Prof-specialty
50,State-gov,Bachelors,Married-spouse-absent,White,Male,Prof-specialty
47,Private,11th,Divorced,White,Female,Adm-clerical
42,Self-emp-inc,HS-grad,Married-civ-spouse,White,Male,Exec-managerial
22,Private,Some-college,Never-married,White,Male,Machine-op-inspct
42,Private,5th-6th,Married-civ-spouse,White,Male,Other-service
42,Federal-gov,Some-college,Divorced,Asian-Pac-Islander,Female,Exec-managerial
46,Private,HS-grad,Divorced,White,Female,Exec-managerial
45,Private,Some-college,Married-civ-spouse,Black,Male,Sales
55,Private,HS-grad,Married-civ-spouse,Asian-Pac-Islander,Male,Exec-managerial
57,Private,Bachelors,Married-civ-spouse,White,Male,Protective-serv
25,Private,12th,Never-married,White,Male,Craft-repair
43,Private,HS-grad,Married-civ-spouse,White,Male,Transport-moving
34,Self-emp-inc,Bachelors,Divorced,White,Male,Farming-fishing
27,Local-gov,Bachelors,Divorced,White,Female,Prof-specialty
25,Private,HS-grad,Never-married,White,Female,Machine-op-inspct
37,Private,Some-college,Never-married,White,Female,Exec-managerial
48,Private,Some-college,Divorced,White,Male,Sales
38,Private,HS-grad,Married-civ-spouse,White,Male,Other-service
17,Private,10th,Never-married,White,Male,Craft-repair
70,Private,Assoc-voc,Married-civ-spouse,White,Male,Machine-op-inspct
37,Private,HS-grad,Divorced,White,Female,Adm-clerical
45,Private,HS-grad,Married-civ-spouse,White,Male,Craft-repair
56,Private,HS-grad,Married-civ-spouse,White,Male,Sales
64,Private,HS-grad,Married-civ-spouse,White,Male,Machine-op-inspct
35,Local-gov,Some-college,Divorced,White,Female,Adm-clerical
23,Private,HS-grad,Never-married,White,Male,Sales
42,Local-gov,HS-grad,Married-civ-spouse,White,Male,Protective-serv
23,Private,Some-college,Never-married,White,Male,Handlers-cleaners
26,?,Some-college,Never-married,White,Male,?
56,Local-gov,HS-grad,Married-civ-spouse,White,Male,Transport-moving
41,Private,Bachelors,Married-civ-spouse,White,Male,Prof-specialty
47,Self-emp-not-inc,5th-6th,Married-civ-spouse,White,Male,Sales
21,Private,Some-college,Never-married,White,Male,Handlers-cleaners
29,Private,HS-grad,Never-married,Black,Male,Craft-repair
32,State-gov,Some-college,Married-spouse-absent,White,Male,Farming-fishing
72,Private,9th,Widowed,Black,Female,Other-service
69,Self-emp-not-inc,Prof-school,Married-civ-spouse,White,Male,Prof-specialty
19,Private,Some-college,Never-married,White,Male,Adm-clerical
25,Local-gov,Bachelors,Never-married,White,Male,Craft-repair
56,Private,Some-college,Married-civ-spouse,White,Male,Sales
42,Private,Masters,Never-married,White,Female,Prof-specialty
58,Private,Bachelors,Divorced,White,Female,Exec-managerial
24,Private,Bachelors,Never-married,White,Male,Tech-support
41,Private,Assoc-voc,Married-civ-spouse,White,Female,Tech-support
40,Private,10th,Married-civ-spouse,White,Male,Exec-managerial
37,Private,HS-grad,Married-civ-spouse,White,Male,Other-service
25,Private,Assoc-acdm,Divorced,White,Female,Adm-clerical
43,Self-emp-inc,Bachelors,Married-civ-spouse,Asian-Pac-Islander,Female,Sales
36,Private,HS-grad,Never-married,White,Male,Craft-repair
41,Private,HS-grad,Married-civ-spouse,White,Male,Machine-op-inspct
31,Private,Bachelors,Never-married,White,Female,Prof-specialty
22,Private,HS-grad,Never-married,White,Female,Exec-managerial
36,Private,Assoc-voc,Married-civ-spouse,White,Male,Craft-repair
42,Private,10th,Married-civ-spouse,White,Male,Machine-op-inspct
29,Private,HS-grad,Married-civ-spouse,White,Male,Craft-repair
25,Private,HS-grad,Never-married,White,Female,Adm-clerical
23,Private,Bachelors,Never-married,White,Male,Exec-managerial
34,Private,HS-grad,Separated,Black,Female,Sales
27,Private,HS-grad,Married-civ-spouse,White,Male,Adm-clerical
32,Private,Bachelors,Married-civ-spouse,Black,Male,Sales
33,Private,Some-college,Married-spouse-absent,White,Male,Prof-specialty
38,Private,Bachelors,Divorced,White,Female,Exec-managerial
21,Private,Some-college,Never-married,White,Male,Machine-op-inspct
39,Private,Assoc-voc,Married-civ-spouse,White,Male,Craft-repair
50,Private,Bachelors,Married-civ-spouse,White,Male,Exec-managerial
32,Private,Some-college,Never-married,White,Male,Adm-clerical
40,Federal-gov,HS-grad,Married-civ-spouse,White,Male,Exec-managerial
58,Federal-gov,Some-college,Married-civ-spouse,White,Male,Exec-managerial
20,Private,HS-grad,Never-married,White,Female,Adm-clerical
63,?,HS-grad,Divorced,White,Female,?
56,Private,Bachelors,Married-civ-spouse,White,Male,Adm-clerical
30,Local-gov,Bachelors,Married-civ-spouse,White,Male,Protective-serv
39,Private,Some-college,Divorced,White,Female,Exec-managerial
25,Private,Assoc-acdm,Never-married,White,Male,Prof-specialty
33,Private,HS-grad,Married-civ-spouse,White,Male,Machine-op-inspct
41,State-gov,Bachelors,Never-married,White,Male,Prof-specialty
50,Private,Some-college,Divorced,White,Male,Craft-repair
44,Private,Some-college,Married-civ-spouse,White,Male,Transport-moving
27,Private,Bachelors,Never-married,White,Male,Exec-managerial
27,Private,Bachelors,Never-married,Asian-Pac-Islander,Male,Prof-specialty
58,Private,5th-6th,Married-civ-spouse,White,Male,Machine-op-inspct
25,Private,Some-college,Never-married,White,Male,Tech-support
31,Private,HS-grad,Married-civ-spouse,Amer-Indian-Eskimo,Female,Machine-op-inspct
39,Private,HS-grad,Married-civ-spouse,White,Male,Exec-managerial
55,Private,Assoc-voc,Married-civ-spouse,White,Male,Craft-repair
22,Private,Assoc-voc,Never-married,White,Female,Other-service
44,Private,Assoc-acdm,Separated,White,Male,Exec-managerial
41,?,Assoc-voc,Married-civ-spouse,White,Female,?
44,Private,12th,Divorced,White,Female,Transport-moving
61,Private,7th-8th,Married-civ-spouse,White,Male,Farming-fishing
32,Private,Assoc-voc,Married-civ-spouse,White,Male,Machine-op-inspct
35,Private,Bachelors,Married-civ-spouse,White,Male,Exec-managerial
28,Private,Some-college,Married-civ-spouse,White,Male,Craft-repair
57,Private,Bachelors,Married-civ-spouse,Asian-Pac-Islander,Male,Exec-managerial
32,Private,Doctorate,Married-civ-spouse,White,Male,Prof-specialty
46,State-gov,7th-8th,Never-married,Black,Female,Other-service
26,Self-emp-not-inc,HS-grad,Married-civ-spouse,White,Female,Other-service
43,Self-emp-inc,HS-grad,Married-civ-spouse,White,Male,Craft-repair
62,Local-gov,HS-grad,Divorced,White,Female,Other-service
60,State-gov,Masters,Married-civ-spouse,Asian-Pac-Islander,Male,Prof-specialty
67,Private,HS-grad,Divorced,White,Female,Sales
19,Private,HS-grad,Never-married,Black,Female,Sales
55,?,HS-grad,Never-married,White,Female,?
48,Private,10th,Married-civ-spouse,White,Male,Craft-repair
19,State-gov,HS-grad,Never-married,White,Female,Adm-clerical
19,Private,Some-college,Never-married,White,Female,Other-service
43,Private,HS-grad,Divorced,White,Female,Exec-managerial
31,Private,Doctorate,Married-civ-spouse,White,Female,Prof-specialty
65,Private,Some-college,Married-civ-spouse,White,Female,Exec-managerial
32,Private,HS-grad,Never-married,White,Female,Machine-op-inspct
36,State-gov,Masters,Married-civ-spouse,White,Male,Prof-specialty
41,Private,HS-grad,Married-civ-spouse,White,Male,Machine-op-inspct
33,Local-gov,Some-college,Married-civ-spouse,White,Male,Protective-serv
72,?,10th,Divorced,White,Male,?
34,Private,Bachelors,Married-civ-spouse,White,Male,Sales
27,Private,Some-college,Never-married,White,Male,Craft-repair
75,Self-emp-inc,11th,Never-married,White,Male,Exec-managerial
39,?,10th,Widowed,White,Female,?
51,Private,HS-grad,Married-civ-spouse,White,Male,Craft-repair
47,Private,HS-grad,Married-civ-spouse,White,Male,Farming-fishing
31,Private,Some-college,Never-married,White,Male,Prof-specialty
40,Private,Masters,Never-married,White,Female,Exec-managerial
48,Private,HS-grad,Divorced,White,Female,Sales
36,Local-gov,Bachelors,Never-married,Black,Male,Protective-serv
18,Private,HS-grad,Never-married,White,Male,Other-service
33,Private,HS-grad,Never-married,White,Female,Exec-managerial
34,Private,Masters,Married-civ-spouse,White,Male,Sales
51,Private,Some-college,Married-civ-spouse,White,Male,Craft-repair
39,State-gov,Assoc-acdm,Divorced,White,Female,Prof-specialty
20,Private,HS-grad,Never-married,White,Male,Other-service
67,Local-gov,Some-college,Divorced,Black,Female,Adm-clerical
42,Private,Assoc-voc,Never-married,White,Female,Adm-clerical
59,Private,11th,Married-civ-spouse,White,Male,Machine-op-inspct
31,Local-gov,HS-grad,Never-married,Black,Male,Protective-serv
19,Private,Some-college,Never-married,Black,Female,Other-service
47,Private,Some-college,Divorced,White,Female,Exec-managerial
68,Private,7th-8th,Married-civ-spouse,White,Male,Other-service
30,Private,Some-college,Married-civ-spouse,White,Male,Handlers-cleaners
34,Private,HS-grad,Never-married,White,Male,Handlers-cleaners
49,Private,7th-8th,Married-civ-spouse,White,Male,Machine-op-inspct
38,Private,Some-college,Married-civ-spouse,White,Male,Craft-repair
60,Private,Some-college,Married-civ-spouse,White,Male,Sales
51,Private,Some-college,Married-civ-spouse,White,Male,Sales
24,Private,Bachelors,Never-married,White,Male,Adm-clerical
18,Private,Some-college,Never-married,Black,Female,Handlers-cleaners
24,Private,Bachelors,Never-married,White,Female,Exec-managerial
21,Private,5th-6th,Married-civ-spouse,White,Male,Other-service
48,Local-gov,HS-grad,Married-civ-spouse,White,Female,Tech-support
52,Local-gov,9th,Married-civ-spouse,White,Female,Other-service
48,Private,HS-grad,Divorced,White,Male,Handlers-cleaners
